id,index,text,labels,label_code,pred_labels
205,23300567_s5,In complex with a constitutively active viral cyclin CDK6 stimulated NF-ÎºB p65-mediated transcription in a target gene specific manner and this effect was partially dependent on its ability to phosphorylate p65 at serine 536 .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
206,23270926_s4,Bioinformatic analysis showed that mTOR gene was a direct target of miR-100. siRNA-mediated mTOR knockdown phenocopied the effect of miR-100 in BC cell lines .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
207,23280485_s0,"Dichlorvos , an organophosphate ( OP ) , is known to cause oxidative stress in the central nervous system ( CNS ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
208,17585441_s7,"In addition , PARP cleavage was blocked by using tetrapepdide caspases inhibitors such as DEVD or z-VAD .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
209,20720310_s1,"Here we analysed polymorphisms in 5 genes involved in DNA repair ( XPD Asp312Asn and Lys751Gln , XRCC1 Arg399Gln , APE1 Asp148Glu , NBS1 Glu185Gln , and XPA G-4A ) and in a gene involved in regulation of the cell-cycle ( CCND1 A870G ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
210,23160493_s2,"Despite their importance , the mechanisms for monitoring and modulating DDC signalling are not fully understood .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
211,23284640_s10,"Compared to control , Î²-catenin expression is significantly down-regulated upon Sal addition .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
212,12219835_s5,The directional character of movement ( but not the speed of migration ) of Walker carcinosarcoma cells on the surface of aligned fibroblasts was completely effaced by RGD-containing synthetic peptide at a concentration of 1 mg/ml but not by 5 microM verapamil ( selective voltage-gated calcium channel inhibitor ) or 10 microM gadolinium chloride ( non-specific blocker of mechanosensitive ion channels ) .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
213,23458731_s1,Advanced disease is characterized by an increased incidence of BCR-ABL1 mutations .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
214,20094972_s1,"Primary aldosteronism , with plasma aldosterone levels between 0.5 and 1 nM ( 18-36 ng/dL ) and local aldosterone levels up to 500 nM ( 18,000 ng/dL ) , is now recognised as a more common cause for hypertension .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
215,22954700_s12,In the mouse xenograft model with s.c .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
216,21166739_s3,The percentage of apoptotic cells and cell cycle analysis were assessed by flow cytometry ; DAPI staining was used to detect apoptotic cells .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
217,1516065_s1,"To investigate a possible causal role of EGF receptor expression in breast cancer progression to hormone independence , we have created an experimental cell system .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
218,12452049_s5,RESULTS Abnormal expression of beta-catenin and E-cadherin was demonstrated in 43.2% and 44.6% of tumors respectively .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
219,22971811_s5,We have also observed the significant positive correlation of all angiogenic factors with cyclooxygenase .,inducing angiogenesis,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],[]
220,23027128_s3,"Although not expressed in normal breast or ovary , PTK6 promotes anchorage-independent survival of breast and ovarian tumor cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
221,22840369_s10,"Our study showed that array CGH is feasible in the context of daily practice and , in combination with PIK3CA/AKT1 mutations , identifies a significant number of actionable molecular alterations that allow driving patients into specific targeted agents .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
222,1429875_s4,"Transforming growth factor beta 1 , an inhibitor of 3T3-L1 differentiation , increased both the percentage of proliferating cells and the cellular levels of histone mRNA when given in addition to serum stimulation , but no enhancement of these parameters was observed upon addition of TGF beta 1 to the differentiation treatment .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
223,12444543_s4,"We , however , discovered here that both the assembly and activation of cyclin D1-CDK4 complex occur when quiescent p21/p27-null MEFs were stimulated to re-enter the cell cycle .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
224,12518062_s2,"NO from donor drugs induced both ataxia-telangiectasia mutated ( ATM)- and ataxia-telangiectasia mutated and Rad3-related-dependent p53 posttranslational modifications , leading to an increase in p53 transcriptional targets and a G(2)M cell cycle checkpoint .","evading growth suppressors,genomic instability and mutation",[0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],[]
225,22825683_s7,"One nonsense variant was not detectable in mRNA but all other mutations resulting in premature truncation codons ( PTCs ) were , suggesting truncating VHL mutations may potentially generate truncated VHL protein .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
226,1471764_s6,A comparison of the observed mass for the peptides with the theoretical masses for acetaldehyde-modified Hb peptides suggested that the peptides were AcH-modified alpha and beta chain N-termini of Hb .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
227,1332809_s1,"The results showed ( 1 ) the significant impairment of NK cell activity and T-lymphocyte subsets , were decreased in CD3+ , CD4+ cells and increased in CD6+ cells resulting in CD4+/CD8+ cell ratio decrease in peripheral blood lymphocytes ( PBL ) , splenic venous blood lymphocytes ( SVL ) and spleen cells ( SC ) of AGC , as compared with PBL of normal population ; ( 2 ) NK cell activity or CD4+/CD8+ cell ratio of SVL and SC were significantly lower than those of PBL in AGC patients , mainly caused by marked decrease of CD4+ cells in SC ; ( 3 ) NK cell activity , CD4+ cells and CD4+/CD8+ cell ratio were significantly elevated in most of AGC cases receiving either radical gastrectomy ( R2+ ) or extensive radical gastrectomy ( R3 ) .",avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
228,23386005_s0,OBJECTIVE This study describes a new method used in the clinical laboratory at Hospital Israelita Albert Einstein to detect mutations in exons 8 and 17 of the KIT gene in patients with acute myeloid leukemia .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
229,23168260_s1,"The Ras oncogene is frequently activated or mutated in human cancers , but Ras activation is insufficient to transform primary cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
230,22858678_s3,"Here , we have developed a human and a mouse knockout system to study the loss-of-function phenotypes of this important ncRNA .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
231,20925001_s8,"Histologically and immunohistochemically , both tumours displayed the features typical for SCO of the pituitary .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
232,21940234_s4,CONCLUSION These facts suggest that downregulating expression of Notch3 could attenuate the Notch signaling activity in T-ALL .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
233,23056300_s0,"BACKGROUND Growth Regulation by Estrogen in Breast cancer ( GREB1 ) was an estrogen receptor ( ER ) target gene , and GREB1 expression inversely correlated with HER2 status , possibly as a surrogate marker for ER status and a predictor for tamoxifen resistance in breast cancer patients .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
234,12046072_s2,"With radioactive labeled 125I-AFP for receptor binding assay ; cAMP accumulation , protein kinase A activity were detected by radioactive immunosorbent assay and the change of intracellular free calcium ( Ca2+i ) was monitored by scanning fluorescence intensity under TCS-NT confocal microscope .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
235,23300633_s7,"Proinflammatory cytokines such as IL-1Î² , IL-6 , IL-8 , and TNF-Î± level were significantly reduced by the treatment of luteolin in PC-3 cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
236,21049082_s4,"By monitoring isotope labeling through metabolic pathways and quantitatively identifying fluxes from the data , we show that contact-inhibited fibroblasts utilize glucose in all branches of central carbon metabolism at rates similar to those of proliferating cells , with greater overflow flux from the pentose phosphate pathway back to glycolysis .",cellular energetics,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[]
237,20593913_s2,"In the present investigation , 93 welders and 60 control subjects with similar mean ages , smoking prevalences and alcohol consumption were enrolled for DNA damage analysis in blood leucocytes by Micronucleus assay ( MN ) and the Comet assay .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
238,22315058_s5,"In 81B-Fb cells , downregulation of EGFR , which is mediated by increased ubiquitination , and activation of downstream protein kinase B ( Akt ) , glycogen synthase kinase-beta ( GSK-3Î² ) signalling and upregulation of snail expression were observed compared with UMSCC81B cells .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
239,12507935_s6,Acquisition of telomerase activity alone was not sufficient for immortalization of these cell lines .,enabling replicative immortality,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],[]
240,22387176_s8,PPARÎ´ inhibited NF-ÎºB via transrepression by physically interacting with the p65 subunit and prevented activation of the PKCÎ±/MEK1/2/ERK1/2/AP-1 pathway by inhibiting the radiation-induced increase in intracellular reactive oxygen species generation .,tumor promoting inflammation,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[]
241,23056300_s5,"We tested whether there was interaction between STAT3 and ER , which could repress GREB1 expression by immunoprecipitation assay .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
242,23798001_s2,We also detected clear increases in repressive markers ( e.g. &gt;50% elevation of H3K27me2/3 ) along with decreases in histone marks associated with increased transcriptional expression/elongation ( e.g .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
243,24280290_s8,Future studies investigating connections between the insulin/IGF-1/AS160_v2/GLUT4 axis and FDG-PET positivity in myeloma patients are warranted and could provide rationale for therapeutically targeting this pathway in MM patients with advanced disease .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
244,20026737_s13,IL-15 represents a potentially novel therapy of this highly lethal disorder .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
245,11781072_s4,"When activated by allogeneic DCs in the presence of TGF-beta , CD4+ T cells displayed a reduced capacity to proliferate .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
246,16078444_s4,"Modulation of NK cells was performed with IL-2 , IL-7 , IL-12 , TNFalpha , monoclonal antibodies ( mAb ) for TNFalpha and TNFalpha receptors type I and II , as well as with sera of healthy controls and patients with breast cancer in different clinical stages .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
247,1394185_s7,These results demonstrate that HMEC from all 5 women examined have the ability to metabolize a variety of environmental chemicals to DNA-reactive forms .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
248,22025280_s3,"We determined the effects of S-nitrosoglutathione ( GSNO , NO-donor ) and U0126 ( MEK inhibitor ) on insulin-like growth factor-I ( IGF-I ) and epidermal growth factor ( EGF ) signaling , proliferation and invasion in cancer cell lines .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
249,1741385_s3,DNA sequencing showed that -1 frameshift events in pS3G-1 consisted of either targeted mutations ( greater than 90% of induced mutations ) within the guanine sequence or semitargeted mutations ( greater than 10% ) in the 5 ' flanking repetitive cytosine sequence .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
250,1312701_s3,Radioimmunoprecipitation assays of the rodent cells showed that they expressed the E7 protein .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
251,1617649_s2,"Because of their structural similarity to N,N-diethyl-2-[4-(phenylmethyl)phenoxy]ethanamine HCl , we carried out studies to determine whether amitriptyline and fluoxetine stimulate tumor growth and/or development in rodents at concentrations relevant to the treatment of human depression ( equivalent human dose range , approximately 100-150 mg/day for amitriptyline and approximately 20-80 mg/day for fluoxetine ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
252,22481237_s3,Stable NDRG1/Cap43 knockdown did not induce consistent changes in the expression of Epidermal growth factor receptor ( EGFR ) family proteins and c-Met in two human lung cancer cell lines in vitro .,sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
253,20514026_s11,These results implicate RASSF8 as a tumor suppressor gene that is essential for maintaining AJs function in epithelial cells and have a role in epithelial cell migration .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
254,24139416_s12,The mSurvivinT34A survivin mutant is a promising strategy of gene therapy to inhibit lymphatic metastasis .,activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
255,1365325_s4,Titers from sera of psoriatic subjects were lower than from the aforementioned groups but were still significantly elevated ( p &lt ; 0.001 ) above those of healthy controls .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
256,23284640_s15,This study demonstrates Sal inhibits proliferation and induces apoptosis of HCC cells in vitro and in vivo and one potential mechanism is inhibition of Wnt/Î²-catenin signaling via increased intracellular Ca(2+) levels .,resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
257,12685860_s4,"IFN-gamma production of IL-12-stimulated PBMCs in the 1:1 dilution of the acid-activated conditioned medium of PLC/PRF/5 , Hep3B , and HepG2 reduced to 14.7 +/- 0.8 , 17.3 +/- 9.0 , and 35.9 +/- 14.6% , respectively , compared with the value in the culture with control medium ( complete culture medium ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
258,20086003_s2,"EXPERIMENTAL DESIGN We have obtained quantitative measurements of radiation-induced apoptosis and radiation-induced ATM autophosphorylation in purified CLL cells from 158 and 140 patients , respectively , and have used multivariate analysis to identify independent contributions of various biological variables on genomic complexity in CLL .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
259,23243309_s10,We propose a model in which IGF1 binding to IGF1R induces recruitment of integrin αvβ3 to the IGF-IGF1R complex and then β3 and IGF1R are phosphorylated .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
260,22840462_s6,"CONCLUSION : Microvessel proliferation is a novel marker of ongoing angiogenesis and was associated with aggressive tumour features , basal-like phenotypes , interval presentation , and prognosis in this series of breast cancer .",inducing angiogenesis,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],[]
261,12831059_s3,Cells of a variant form ( HS-R ) of Hs-776T produced faster-growing tumors compared to HS-W .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
262,23023398_s0,Chronic inflammation is a critical component in breast cancer progression .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
263,23187803_s8,"Also , senescent mouse embryonic fibroblasts ( MEFs ) overexpressed cyclin D1 .","enabling replicative immortality,sustaining proliferative signaling",[0. 0. 0. 1. 0. 0. 0. 0. 1. 0.],[]
264,23039130_s6,Parthenolide-induced growth inhibition of glioblastoma cells in vitro was determined using the MTT ( methyl thiazolyl tetrazolium ) assay .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
265,15055260_s8,There was no difference in clinical evolution of the patients with normal or increased values for studied parameters .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
266,20525204_s8,"RESULTS Our data demonstrate that in comparison to the bulk population of MCF-7 cells ( predominantly CD24+/CD44+ ) , the MCF-7 mammosphere cells benefit from a multifaceted approach to cellular protection relative to that seen in monolayer cells , including a reduced level of reactive oxygen species , a more active DNA single-strand break repair ( SSBR ) pathway , possibly due to a higher level of expression of the key SSBR protein , human AP endonuclease 1 ( Ape1 ) , and a significantly reduced propensity to undergo senescence as a result of increased telomerase activity and a low level of p21 protein expression .","enabling replicative immortality,evading growth suppressors,genomic instability and mutation",[0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],[]
267,23168260_s4,"We find CHD5 , a known tumor suppressor regulating p53 activity , as a target of JMJD2A .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
268,23422737_s8,"It reduced the level of p-HER2 , p-AKT , p-ERK , and p-STAT3 .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
269,20080744_s0,Cell proliferation is known to be accompanied by activation of glycolysis .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
270,23128605_s9,These effects were not observed in the other three cell lines .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
271,12244187_s6,"Mice with two bilateral C26 tumors rejected both tumors upon peritumoral injection of one tumor , indicating the development of a systemic immune response .",avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
272,22150625_s8,"In tumours still considered stage T1 after re-evaluation , HER2 was investigated by immunohistochemistry of paraffin-embedded material and scored according to the guidelines used in breast cancer .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
273,22048816_s0,Breast cancer is the malignant neoplasia with the highest incidence in women worldwide .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
274,12716464_s0,Previous experiments have shown that emodin is highly active in suppressing the proliferation of several tumor cell lines .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
275,23359693_s5,"A small-molecule inhibitor screen of downstream effector pathways shows that EGF receptor inhibits the Hippo pathway through activation of PI3-kinase ( PI3K ) and phosphoinositide-dependent kinase ( PDK1 ) , but independent of AKT activity .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
276,22438805_s1,"EBNA3C was previously shown to target pRb for ubiquitin-proteasome mediated degradation , which facilitates G1 to S transition controlled by the major transcriptional activator E2F1 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
277,22893470_s0,"BACKGROUND Cholangiocarcinoma , a type of malignant tumor , originates from epithelial cells of the bile duct .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
278,20147338_s2,"Colonic tissues including tumor , polyps and adjacent matched normal mucosa from 26 patients with sporadic CRC from freshly isolated resections were used for this study .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
279,20234124_s9,CONCLUSIONS Serotonin receptor antagonists and agonists as well as MLT influence viability and apoptosis of PCa cell lines at supraphysiologic concentrations .,resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
280,1281386_s7,"Atypical basal cell hyperplasia must be differentiated from ordinary adenocarcinoma of the prostate , prostatic intraepithelial neoplasia , and basaloid carcinoma ( adenoid cystic carcinoma ) of the prostate .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
281,12204665_s3,"Results were measured using labelling indices ( LIs). p107 LIs surpassed the highest value in normal tissues in six of nine hyperplastic polyps , 54 of 60 adenomas , 144 of 198 primary cancers , 13 of 21 nodal foci and three of 10 hepatic foci. p107 LIs also apparently rose from normal through hyperplasia and adenoma to early carcinoma .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
282,12441346_s10,"Thus , the availability of proteins such as receptor-interacting protein , Fas-associated death domain , and caspase-8 can determine whether TNFR1 activation will lead to apoptosis or to necrosis .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
283,22614006_s0,"The Salvador/Warts/Hippo ( Hippo ) signaling pathway defines a novel signaling cascade regulating cell contact inhibition , organ size control , cell growth , proliferation , apoptosis and cancer development in mammals .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
284,20471162_s0,"The effect of polychlorinated biphenyls ( PCBs ) on Vero cell proliferation was investigated , with the attempts to assess the possible hormetic dose-response and to compare their structure-dependent toxicity .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
285,20882892_s3,The relevant literature is reviewed .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
286,21268915_s0,"UNLABELLED Oxygen free radicals and their reactive derivatives participate in formation of chronic inflammation states , which facilitate development of gastrointestinal tract tumors .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
287,12533046_s7,High-dose ATO ( &gt ; or = 25 microM ) caused non-specific cell death in HL60 cells without any changes in cell cycle .,"resisting cell death,sustaining proliferative signaling",[0. 0. 0. 0. 0. 0. 0. 1. 1. 0.],[]
288,23226467_s0,Oxaliplatin is included in a number of effective combination regimens used as first and subsequent lines of therapy for metastatic colorectal cancer .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
289,22525268_s0,"Neurofibromatosis type 2 patients develop schwannomas , meningiomas and ependymomas resulting from mutations in the tumor suppressor gene , NF2 , encoding a membrane-cytoskeleton adapter protein called merlin .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
290,12470592_s5,"Furthermore , we detected the inhibition of cell-mediated immunity by gamma irradiation in the allogenic-mixed lymphocytes ' reaction ( MLR ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
291,23139719_s10,MUC4 expression was also significantly correlated with better disease-free survival ( p=0.049 ) and particularly in the intestinal-type ( p=0.018 ) .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
292,23264221_s3,"Pterostilbene-induced apoptotic death of MOLT4 cells was mediated by caspase-3 activation and was accompanied by the disruption of mitochondrial membrane potential , phosphatidylserine externalization and internucleosomal DNA fragmentation .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
293,23364257_s8,"Based on these observations , we conclude that chemotherapy and radiotherapy inhibit DNMT1 expression to upregulate BNIP3 expression to promote CRC cell apoptosis .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
294,23063526_s4,"Although both mechanisms increased histone acetylation , different target genes were upregulated .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
295,23292685_s4,"However , the effect of sulfuretin on breast cancer metastasis is unknown .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
296,20839428_s6,"Laboratory values were notable for leukopenia , 3.3 x 10(9)/L ; total protein , 5.9 g/dL ; globulin , 2.2 g/dL ; serum glutamic oxaloacetic transaminase , 86 IU/L ; serum glutamic pyruvic transaminase , 71 IU/L ; and lactate dehydrogenase , 519 U/L .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
297,23304206_s3,"Interestingly , RA treatment triggered p35 cleavage ( p25 formation ) and Cdk5 overactivation , and all could be blocked by Calpain inhibitor , Calpeptin ( CP ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
298,20080835_s3,We show that the activity of oxidative phosphorylation defines the rate of glucose utilization by aerobic glycolysis .,cellular energetics,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[]
299,23160493_s7,We propose that the Slx4-Rtt107 complex modulates Rad53 activation by a competition-based mechanism that balances the engagement of Rad9 at replication-induced lesions .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
300,22134754_s7,"Belinostat effectiveness was dependent on the androgen receptor ( AR ) , since the stable transfection of AR greatly increased the efficacy of this HDAC inhibitor .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
301,23300791_s3,"Loss- and gain-of-function experiments in human bronchial epithelial and lung carcinoma cell lines revealed that Ascl1 , MMP-7 and MGMT are able to protect cells from the tobacco-specific nitrosamine NNK-induced DNA damage and the alkylating agent cisplatin-induced apoptosis .","genomic instability and mutation,resisting cell death",[0. 0. 0. 0. 0. 1. 0. 1. 0. 0.],[]
302,23197380_s8,Immunofluorescence analysis of AQP1 siRNA treated tumours showed a significantly lower microvessel density .,inducing angiogenesis,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],[]
303,20406967_s0,"We studied the effect of the immune system on two differentially aggressive melanomas developing in mice on conditional deletion of the INK4A/ARF tumor suppressor gene , with concomitant expression of oncogene H-Ras(G12V) and a natural cancer-germline tumor antigen ( TA ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
304,12513759_s1,"The biological characteristics of KG1a cells untreated or treated with the agents were investigated and analyzed using morphology , methylation specific-PCR ( MSP ) , ( 3)H-labeled microassay technique , restriction endonuclease reaction , flow cytometry and immunofluorescence methods .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
305,22848179_s10,An important finding was that ruby cotton nanofibers did not cause any significant DNA breaks in the cell types employed .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
306,20588232_s3,SETTING Tertiary referral hospital .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
307,22436374_s13,"The addition of EGFR siRNA to either TKIs or cetuximab additively enhanced growth inhibition and induction of apoptosis in all five cell lines , independent of the EGFR mutation status ( wild-type or sensitizing mutation or resistant mutation ) .","genomic instability and mutation,resisting cell death,sustaining proliferative signaling",[0. 0. 0. 0. 0. 1. 0. 1. 1. 0.],[]
308,23213352_s2,"We prepared INS-1 knockdown ( KD ) cell lines with reduced iPLA(2)Î³ expression , and they proliferate more slowly than control INS-1 cells and undergo increased membrane peroxidation in response to cytokines or oxidants .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
309,20583210_s11,Blockade of PDGFRalpha or oxidative stress dramatically affects beta-catenin-deficient tumorigenesis .,tumor promoting inflammation,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[]
310,20082738_s4,"When stratified into tertiles according to the pre-supplementation level of endogenous DNA damage , there was a statistically significant decrease in DNA damage after supplementation in the tertile with the highest pre-supplementation level of damage .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
311,23136839_s1,ZFN introduced targeted DNA double strand breaks ( DSB ) and initiated non-homologous end joining ( NHEJ ) after pronuclear or cytoplasmatic microinjection into zygotes .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
312,12244187_s4,"In contrast , weekly injections of CpG ODN into the margin of already established tumors resulted in regression of tumors and complete cure of mice .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
313,21152038_s7,"Among various drugs , sanguinarine was found to inhibit transformation of MEFs by SWAP-70-374 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
314,22991213_s6,"SUV39H1 overexpression remarkably enhanced HCC cell clonogenicity , whereas knockdown of SUV39H1 substantially suppressed HCC cell proliferation and induced cell senescence .",enabling replicative immortality,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],[]
315,12660017_s3,"The results show that the addition of a cationic substituent , either directly on the indolocarbazole chromophore or on the carbohydrate residue , significantly reinforces the interaction of the drugs with nucleic acids .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
316,22962263_s1,"In this study , we report the definition of miR-210 as a miRNA regulated by hypoxia in lung cancer and melanoma , documenting its involvement in blunting the susceptibility of tumor cells to lysis by antigen-specific cytotoxic T lymphocytes ( CTL). miR-210 was induced in hypoxic zones of human tumor tissues .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
317,21553290_s1,It acts as an E3 ubiquitin-protein ligase enzyme and coactivator of steroid hormone receptors such as estrogen ( ERÎ± ) and progesterone ( PR ) receptors .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
318,20208138_s8,"In addition , p56(Lck) represents also independently of pTalpha a promising therapeutical target for the src-kinase inhibitors in neoplastic lymphoid diseases .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
319,1419623_s5,"Similarly , in separate experiments , after surgical removal of the primary tumour by day 34 after grafting , the group of mice treated orally with piroxicam also exhibited a higher survival rate than the control group .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
320,11896073_s3,Both primary tumours and metastases were obtained from eight patients .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
321,23285165_s6,"Activation of Î²-catenin signaling , or expression of the T41A Î²-catenin active mutant , led to the induction of AR expression involving three specific Î²-catenin-Tcf responsive elements in its proximal promoter .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
